id,latitude,longitude,label,quality,max_mean-bright,max_std_bright,date,region,split
5325910412,53.0218956,9.1511929,0,3,0.4638914027149322,5.525675168946856,2022-03-14,Niedersachsen,0.2057929544781325
6065922890,53.6516896,9.3253229,0,3,0.2095931372549019,15.95032269846427,2022-03-14,Niedersachsen,-0.9607890541276839
452073456,53.7754185,8.8412277,2,6,0.5533921568627451,14.853394509383325,2022-03-14,Niedersachsen,1.2287421068471593
1097199277-unspin,51.576573,7.9873078,1,2,0.3197107843137255,18.299204465524845,2022-03-14,Nordrhein-Westfalen,-1.1264593194711916
361552830,52.473259,9.1380165,2,6,0.3607818627450981,12.830560628812773,2022-03-14,Niedersachsen,-0.5183536570676859
1018903461-unspin,52.6119027,7.53474,1,2,0.2994877450980392,7.514212605072076,2022-03-14,Niedersachsen,0.008871239376097571
5521794749,53.614726,7.7652549,2,6,0.3923259803921569,7.058627935528228,2022-03-14,Niedersachsen,-0.8785786435417877
7581539936,54.2855592,8.9995802,2,6,0.3946960784313725,10.703608330190264,2022-03-14,Schleswig-Holstein,0.7420634221322568
2051241656,53.9586413,8.9202204,0,2,0.2836372549019608,7.0487916428846695,2022-03-14,Schleswig-Holstein,-0.9543201510753124
9234153933-unspin,52.0986676,10.4777916,1,2,0.1955392156862745,13.173762825497922,2022-03-14,Niedersachsen,0.7432918219867313
1222925050,51.8577356,13.1419363,1,4,0.338095588235294,20.258863430048574,2022-03-14,Brandenburg,0.1598482910013338
4220072701,54.7353211,8.5713374,2,6,0.3240245098039215,34.83567649563032,2022-03-14,Schleswig-Holstein,0.10840701353577249
8662325063,53.3886041,9.2893384,0,3,0.3538995098039216,8.54630794184602,2022-03-14,Niedersachsen,0.4501761783487667
3860910223-unspin,52.5134091,10.2783422,1,2,0.3765837104072398,16.99255519144525,2022-03-14,Niedersachsen,-0.07216915003241987
3986972553-unspin,53.3272757,13.7711923,1,2,0.2878333333333334,19.841975533428037,2022-03-14,Brandenburg,-0.9231426945482709
266457583,53.5118203,9.4663135,0,3,0.4036323529411765,5.123356179202647,2022-03-14,Niedersachsen,-0.3355599381764077
1882035686-unspin,53.8839941,13.4269042,1,1,0.1428406234288587,9.14660867286718,2022-03-14,Mecklenburg-Vorpommern,-0.3477474897717693
452073479,53.781521,8.8005059,2,6,0.5072671568627451,7.0500744896004495,2022-03-14,Niedersachsen,0.023431846439787435
1129381337,53.7309667,8.6593259,2,6,0.6404411764705882,7.199692950429431,2022-03-14,Niedersachsen,-0.6009379927490139
1618651930,53.9399258,8.938824,2,6,0.31575,26.077376870851968,2022-03-14,Schleswig-Holstein,0.06365823364227645
1209881815,53.4229927,8.4574671,0,3,0.2559950980392157,6.773471076110467,2022-03-14,Niedersachsen,1.794136924657195
633426421,53.3373989,7.1596682,0,3,0.3336519607843137,10.952242807826185,2022-03-14,Niedersachsen,-0.2823702271270387
1272376927,53.5011484,8.6712159,0,3,0.4136593137254902,15.982791902611693,2022-03-14,Niedersachsen,-1.5650052976663433
7868757422,52.793411,7.0897255,2,6,0.2873799019607843,4.077116559325676,2022-03-14,Niedersachsen,0.681119446784868
4328897558-unspin,53.9304023,8.9310573,1,2,0.3372671568627451,6.313365353840292,2022-03-14,Schleswig-Holstein,1.2721580516443871
3765035875,54.1158943,9.372407,2,6,0.2332426470588235,9.716131739973036,2022-03-14,Schleswig-Holstein,0.7262874435320119
8292038491,53.9843291,9.4131709,0,3,0.3491740196078431,13.802713505278852,2022-03-14,Schleswig-Holstein,-0.694392554070356
1129381270,53.7381612,8.6615751,2,6,0.5742377450980393,8.669167381910388,2022-03-14,Niedersachsen,1.2382294501956563
3996237478,51.3465248,13.3831483,2,6,0.5885098039215686,9.974742222693845,2022-03-14,Sachsen,-1.0933874913182744
1226677521,52.5511788,9.8522258,0,3,0.3958161764705882,7.147862581982782,2022-03-14,Niedersachsen,0.8152980649337612
2422540834,54.4819687,11.1065816,0,3,0.1756936274509803,16.957439418177515,2022-03-14,Schleswig-Holstein,0.544667394283188
4511889377,52.0262356,12.9619941,2,6,0.1391446078431372,9.49269311269328,2022-03-14,Brandenburg,-1.959444024706899
7020629862,52.9188614,7.5918276,1,4,0.1932279411764706,11.155611084174678,2022-03-14,Niedersachsen,0.9346565366450912
1019285409,54.2381204,8.9099033,0,2,0.420235294117647,9.30663339452627,2022-03-14,Schleswig-Holstein,-1.6255473880674753
410838027-unspin,52.5909296,12.7987848,1,2,0.2115122549019608,7.876125705577442,2022-03-14,Brandenburg,-0.7577406686342867
8408984047-unspin,51.4807416,6.3741452,1,2,0.4053480392156863,3.971154248758827,2022-03-14,Nordrhein-Westfalen,-0.2616464054818435
2036457555,53.967302,8.9522871,0,3,0.4015686274509804,5.99441804219249,2022-03-14,Schleswig-Holstein,0.6640938761350019
3737708656-unspin,53.9811402,8.9373438,1,2,0.6050220588235294,12.385494543630054,2022-03-14,Schleswig-Holstein,-0.6953447990095911
410838024,52.5963338,12.7973977,0,2,0.3549975490196079,7.018400737342403,2022-03-14,Brandenburg,1.4028670111770203
1912824628,54.6829833,9.2891755,0,3,0.3589793866264454,7.701691996931322,2022-03-14,Schleswig-Holstein,-0.16070983048029316
6133606258-unspin,54.1480104,10.9041318,1,1,0.3988725490196079,6.705374789164939,2022-03-14,Schleswig-Holstein,0.4976445828961238
6290320642,52.4741061,7.6193152,0,2,0.3260612745098039,7.851669259241166,2022-03-14,Niedersachsen,-0.23872143873234847
3834112964-unspin,51.5579998,8.7920377,1,1,0.531343137254902,10.44656304154611,2022-03-14,Nordrhein-Westfalen,0.3893827029974183
7866176121-unspin,53.3118586,9.3979151,1,2,0.3959632352941176,13.715343146088696,2022-03-14,Niedersachsen,0.7336007074802235
7956557534-unspin,53.1528499,11.8036,1,2,0.3118210784313726,10.64864905353736,2022-03-14,Brandenburg,0.29033512782426885
3895683491,53.2611681,14.0560411,2,6,0.2908357843137255,10.593672419744282,2022-03-14,Brandenburg,0.6215892715319524
7581345768,54.2476693,8.9581382,0,2,0.4872279411764706,3.5050616955733385,2022-03-14,Schleswig-Holstein,-0.47686199869820334
656213982,54.4679927,11.2568358,0,1,0.3548333333333333,4.539717054869663,2022-03-14,Schleswig-Holstein,-1.1595891962024822
1618651526-unspin,53.9635854,8.9691582,1,2,0.5687303921568626,2.098731024931647,2022-03-14,Schleswig-Holstein,0.2739544181810463
2140584810,53.4222285,10.4005054,2,6,0.170531862745098,10.956536884541237,2022-03-14,Schleswig-Holstein,0.7046278414656182
1209661454,53.5833144,7.4743719,2,6,0.3783651960784314,10.055220069708945,2022-03-14,Niedersachsen,2.745575567694413
6687208909-unspin,54.1411888,10.9174356,1,2,0.2353063725490196,7.194851795332638,2022-03-14,Schleswig-Holstein,-0.24119369884560546
1684609601,54.2380053,8.9049564,2,6,0.3187696078431372,36.05689736968531,2022-03-14,Schleswig-Holstein,-0.5998569295090299
7868757407-unspin,52.7970868,7.0896384,1,2,0.3819485294117646,12.99499550605648,2022-03-14,Niedersachsen,-0.997562500741691
831545252-unspin,52.8962035,12.368724,1,2,0.4896200980392157,5.046713336508225,2022-03-14,Brandenburg,-0.6783867229340489
921271720,50.9707048,13.34307,2,6,0.6754313725490196,22.72634530694951,2022-03-14,Sachsen,0.6959122750701605
9097667499-unspin,51.6247572,6.1377883,1,2,0.2024730392156862,10.564106409018317,2022-03-14,Nordrhein-Westfalen,-1.545168076771529
1843128348,52.3286889,9.5338626,2,6,0.3484019607843137,31.862127389525146,2022-03-14,Niedersachsen,1.1614282087213013
3693815041,53.6028981,7.4140377,2,6,0.2795563725490196,9.1164634221589,2022-03-14,Niedersachsen,2.305965619358357
702473240,53.6738538,8.5891631,0,3,0.4872941176470587,6.536672757985705,2022-03-14,Niedersachsen,-0.5420727469768242
8668689088-unspin,54.2315033,8.9171007,1,2,0.1809803921568627,7.325147689961029,2022-03-14,Schleswig-Holstein,0.6946965047144853
1072623995,53.5901686,7.8351203,2,6,0.4830980392156863,9.14440368773228,2022-03-14,Niedersachsen,0.1019097105103548
5696000321-unspin,52.597509,13.662728,1,2,0.4478823529411764,7.520170846573616,2022-03-14,Brandenburg,-2.0756299101530775
450053926-unspin,52.5283562,10.1964399,1,1,0.7002254901960785,7.407203267352092,2022-03-14,Niedersachsen,1.2184147071984126
5573756308,54.5295574,9.0961904,0,2,0.3141323529411765,15.592685073992572,2022-03-14,Schleswig-Holstein,-0.40349414142844897
2670473064,53.3598988,14.0996531,2,6,0.3664705882352941,8.130477775021777,2022-03-14,Brandenburg,0.3343138834358792
1254625036-unspin,52.9150477,11.3033104,1,2,0.4793970588235293,14.121679909961392,2022-03-14,Niedersachsen,0.13219415596260858
2378094355,52.6199129,10.3590885,0,3,0.4712328431372549,12.073088009813183,2022-03-14,Niedersachsen,-0.9800537373606683
1902543430,51.9919643,10.8203002,0,3,0.5162107843137256,15.555125266759212,2022-03-14,Sachsen-Anhalt,0.46435357794619747
272116168-unspin,54.2683737,9.0135722,1,2,0.3281623931623931,6.59765698308818,2022-03-14,Schleswig-Holstein,-0.9706286603312566
7868757457-unspin,52.7939901,7.0836417,1,2,0.3054583333333333,9.607800033301167,2022-03-14,Niedersachsen,0.8781044020939445
2634383412,53.058598,13.990957,2,6,0.3041679235796883,12.606866669455698,2022-03-14,Brandenburg,-0.6540480951689158
1129381278,53.7311722,8.6546938,2,6,0.3856385118149824,7.35244599341618,2022-03-14,Niedersachsen,-1.917441747951705
467443822-unspin,51.8727568,13.5518032,1,1,0.3799460784313725,6.837850238241108,2022-03-14,Brandenburg,-0.33084484868408975
2109442558,54.1641772,9.0698532,0,2,0.2971200980392157,9.59542095164755,2022-03-14,Schleswig-Holstein,-1.6156781904733046
261759699,52.1200739,11.5334147,0,3,0.3959166666666666,13.034637126222655,2022-03-14,Sachsen-Anhalt,-0.9961431221391058
9097667500-unspin,51.6272208,6.1383201,1,2,0.256998491704374,9.788788215098617,2022-03-14,Nordrhein-Westfalen,1.4833912092513328
3436946364,52.7625594,11.7086117,0,3,0.3585735294117647,6.496764304904204,2022-03-14,Sachsen-Anhalt,-0.2963112383807843
208416554,53.142964,9.7131105,0,3,0.3194583333333333,13.15827195991029,2022-03-14,Niedersachsen,-0.9014301617525021
270549351,51.482762,7.3930618,2,6,0.3657230392156863,27.505339415575676,2022-03-14,Nordrhein-Westfalen,-0.22340444148358712
7684028318,53.4560202,9.3002454,2,6,0.3479681372549019,5.832421580893279,2022-03-14,Niedersachsen,0.5485937203250386
656198173,54.5086828,11.0588251,0,2,0.239078431372549,9.840317235869152,2022-03-14,Schleswig-Holstein,1.3331423332127965
6448498416,52.7155897,7.5369514,0,3,0.2688725490196078,10.01992354735066,2022-03-14,Niedersachsen,-0.831100490558092
1358152101,51.6664881,12.0842135,2,6,0.2764828431372549,15.83148170344422,2022-03-14,Sachsen-Anhalt,0.5872730165029627
5014376683,53.9989814,9.872184,2,6,0.3275220588235293,21.200817338466848,2022-03-14,Schleswig-Holstein,0.0006285772787744957
831545301-unspin,52.8897826,12.3788927,1,2,0.3440710784313725,34.24813994913842,2022-03-14,Brandenburg,-1.4730138788392986
33062893,52.576627,12.9100524,2,6,0.4755955882352942,8.180895014766877,2022-03-14,Brandenburg,0.18116413719022229
