id,latitude,longitude,label,quality,max_mean-bright,max_std_bright,date,region,split
315524410,52.3258492,9.5331646,0,3,0.3226495098039216,20.376503962988146,2022-03-14,Niedersachsen,0.41663537410623297
8634876267,53.6164171,8.0532702,2,6,0.4970906862745098,14.24799148561454,2022-03-14,Niedersachsen,-0.24650886115690776
5888083653,52.136557,9.5485981,0,3,0.3642720588235294,8.683875016612141,2022-03-14,Niedersachsen,0.43699162087492743
5064998182,49.8273866,7.014436,2,6,0.5383480392156863,12.516107200729678,2022-03-14,Rheinland-Pfalz,-0.6464602900575092
6435660757,51.2302494,12.9146938,2,6,0.5769632352941176,7.117177961405615,2022-03-14,Sachsen,0.30718689429587237
2640816533,52.5034105,13.9574189,0,2,0.5143161764705882,7.843479172733942,2022-03-14,Brandenburg,1.7311774960876616
2986380914,52.9241755,13.2941047,0,2,0.3479338235294118,8.110705423934933,2022-03-14,Brandenburg,0.5370977260639213
4994775208,53.9378198,10.5507883,0,2,0.421014705882353,9.398014648818604,2022-03-14,Schleswig-Holstein,0.17499946249174358
3977848980,51.4925259,8.8138479,0,2,0.2696299019607843,10.229434406305474,2022-03-14,Nordrhein-Westfalen,0.7282819003514033
7581511071,54.268268,8.9815064,0,3,0.4876068376068376,9.032141122056418,2022-03-14,Schleswig-Holstein,1.5335222915969202
656198177,54.5044843,11.045484,0,1,0.3054509803921568,7.767771512253115,2022-03-14,Schleswig-Holstein,-1.2687523815493043
1129381265,53.7173897,8.6541402,2,6,0.4255343137254901,13.577021146372418,2022-03-14,Niedersachsen,-1.2185801076417975
8260794837,53.1177798,8.5784486,0,2,0.4708014705882353,16.725014272013652,2022-03-14,Niedersachsen,-1.1973512023237123
2488375897,49.8499242,8.2706366,2,6,0.4136127450980392,9.697833327901051,2022-03-14,Rheinland-Pfalz,-1.6567724962284553
280498834,52.5761183,10.9167636,0,3,0.5477328431372549,6.8970134288249625,2022-03-14,Niedersachsen,0.920862681512172
921271720,50.9707048,13.34307,2,6,0.6754313725490196,22.72634530694951,2022-03-14,Sachsen,-1.2870634547329893
656198161,54.5147305,11.061861,0,1,0.2757892156862744,5.857513781915886,2022-03-14,Schleswig-Holstein,-0.6573159412265729
5065010039,49.8410148,7.0261457,2,6,0.5683063725490196,8.362644878928721,2022-03-14,Rheinland-Pfalz,-1.95378074144185
4306202049,54.2633196,9.0148304,0,3,0.2246397058823529,12.953049783293734,2022-03-14,Schleswig-Holstein,-0.12925338076669535
4274111746,51.5935051,8.8558826,0,1,0.3410122549019607,12.51106195083323,2022-03-14,Nordrhein-Westfalen,-0.544978978541762
456390358,51.512781,8.3766946,0,3,0.3395955882352941,5.672711795923661,2022-03-14,Nordrhein-Westfalen,-1.4638379001288688
692800104,52.1741417,11.5503578,0,3,0.5433872549019608,12.988051242572718,2022-03-14,Sachsen-Anhalt,1.1121248809672508
4007897882,54.5958498,9.0096911,0,3,0.5119730392156863,9.268139531129073,2022-03-14,Schleswig-Holstein,-0.7201236342316797
5996104087,50.9341195,12.0633445,2,6,0.4382769607843137,7.297659080947531,2022-03-14,ThÃ¼ringen,-0.2729472207856905
1895023790,53.4308545,8.0268122,2,6,0.582438725490196,10.548405935457003,2022-03-14,Niedersachsen,0.3841872358891059
3489151741,51.6985418,7.6412555,2,6,0.5288848039215686,9.107897876737702,2022-03-14,Nordrhein-Westfalen,-0.32800848466991217
2422540834,54.4819687,11.1065816,0,3,0.1756936274509803,16.957439418177515,2022-03-14,Schleswig-Holstein,-0.2210495729876349
3706807183,54.6319989,9.0953135,2,6,0.1847965686274509,11.020087013475733,2022-03-14,Schleswig-Holstein,-1.5873388900256293
3812384155,50.8204623,8.4153222,2,6,0.4873872549019608,13.074243752028522,2022-03-14,Hessen,0.3394021389316902
2634383410,53.0585356,13.9961261,2,6,0.3707524509803921,10.319873623888023,2022-03-14,Brandenburg,0.6489601796246162
1486947684,52.4088331,14.4328945,0,2,0.2909632352941176,7.555593045215707,2022-03-14,Brandenburg,0.8049792165106662
