name,epoch,train_acc,train_loss,val_acc,val_loss
class-size-250,2,60.8,66.51974841952324,43.0,78.76653557128094
class-size-250,4,66.8,62.63396479189396,46.8,76.97899493765324
class-size-250,6,67.6,60.03708075731993,49.266666666666666,78.69872590328785
class-size-250,8,72.0,55.43634220957756,52.46666666666667,78.21310860045413
class-size-250,10,68.6,56.78089391440153,56.4,76.32616377891378
class-size-250,12,72.8,54.45983707904816,49.2,81.12901563340046
class-size-250,14,74.8,50.229938328266144,46.06666666666667,91.54864169181661
class-size-250,16,79.2,47.04866353422403,52.93333333333333,83.40134062665574
class-size-250,18,83.8,38.80813289433718,59.4,78.613614148282
class-size-250,20,83.0,39.39091209322214,51.06666666666667,93.61556413325857
class-size-250,22,83.6,38.87934610247612,57.666666666666664,86.30194182091572
class-size-250,24,85.6,33.15274780616164,57.4,89.58705904635977
class-size-250,26,88.8,25.623876648023725,54.6,106.57285210934091
class-size-250,28,90.2,24.262267351150513,61.53333333333333,94.26118255929744
class-size-250,30,92.8,18.263438204303384,54.0,116.63365998166672
class-size-250,32,95.4,13.897647708654404,59.93333333333333,110.12053362866665
class-size-250,34,94.6,15.908022783696651,61.266666666666666,106.16207826644816
class-size-250,36,97.4,9.339849802199751,57.93333333333333,125.33017872495854
class-size-250,38,98.8,6.551330187357962,54.13333333333333,134.0641272828934
class-size-250,40,99.4,4.28415936185047,57.13333333333333,133.28409258355487
class-size-250,42,100.0,2.5474046706221998,56.6,133.2335080238099
class-size-250,44,100.0,1.6148081107530743,56.4,146.85695145992523
class-size-250,46,100.0,1.1618311051279306,56.53333333333333,151.69958269342462
class-size-250,48,100.0,0.9663369157351553,56.46666666666667,154.35014785604275
class-size-250,50,100.0,0.7854351570131257,56.266666666666666,157.9332932512811
class-size-500,2,59.0,67.80481431633234,61.4,67.3341635693895
class-size-500,4,60.0,65.91758942231536,52.2,75.12096673884291
class-size-500,6,62.3,64.50902801007032,65.86666666666666,61.236057256130465
class-size-500,8,63.6,64.98728692531586,62.2,66.2571425767655
class-size-500,10,70.1,58.292997535318136,66.26666666666667,59.08671845781042
class-size-500,12,72.3,53.66000663489103,67.2,61.454464590295835
class-size-500,14,74.9,51.691469457000494,73.66666666666667,53.23334469440135
class-size-500,16,80.3,41.18809159845114,72.06666666666666,56.484380110781245
class-size-500,18,79.8,44.60678789764643,68.4,71.59944316174122
class-size-500,20,84.2,35.79525398090482,69.4,61.80765356155152
