name,epoch,train_acc,train_loss,val_acc,val_loss
ResDeep-New-0,0,73.60850531582238,57.991016648709774,82.875,46.44901365041733
ResDeep-New-0,5,96.49781113195748,12.261652833083645,96.625,12.438075309619308
ResDeep-New-0,10,98.03001876172608,7.7695918725803494,97.0,9.956295876996592
ResDeep-New-0,15,98.4677923702314,6.072718655632343,97.5,8.47890520771034
ResDeep-New-0,20,98.40525328330206,5.482939363399055,97.875,8.207798308925703
ResDeep-New-5,0,74.85928705440901,56.01777262240648,84.0,43.87273220717907
ResDeep-New-5,5,96.43527204502814,12.648588699521497,96.0,14.233619583770633
ResDeep-New-5,10,97.62351469668543,8.322829638957046,96.625,10.332560991868377
ResDeep-New-5,15,98.40525328330206,6.149143463379005,97.375,8.450839832657948
ResDeep-New-5,20,98.34271419637274,5.611448000447126,97.5,8.671134387259372
ResDeep-New-5,0,74.85928705440901,56.01777262240648,84.0,43.87273220717907
ResDeep-New-5,5,96.43527204502814,12.648588699521497,96.0,14.233619583770633
ResDeep-New-5,10,97.62351469668543,8.322829638957046,96.625,10.332560991868377
ResDeep-New-5,15,98.40525328330206,6.149143463379005,97.375,8.450839832657948
ResDeep-New-5,20,98.34271419637274,5.611448000447126,97.5,8.671134387259372
ResDeep-New-5,25,98.59287054409006,4.849768395462888,97.75,7.91867570503382
ResDeep-New-5,30,98.71794871794872,4.545392454805551,97.375,8.077586017083377
ResDeep-New-5,35,98.78048780487805,4.2618510971733485,97.375,8.16031098779058
ResDeep-New-5,40,98.99937460913071,3.343852278270788,97.5,7.924538217659574
ResDeep-New-5,45,99.24953095684803,2.785858590992575,97.5,7.610270818127901
ResDeep-New-5,50,99.2808005003127,2.6252872558688978,97.75,7.673151941504329
ResDeep-New-10,0,74.953095684803,57.088634356856346,78.25,48.283566147089005
ResDeep-New-10,5,96.40400250156348,12.953202106058598,93.625,17.93950984440744
ResDeep-New-10,10,97.49843652282676,8.57750496105291,96.875,10.988852385431528
ResDeep-New-10,15,98.31144465290807,6.250622919527814,96.875,10.72209099913016
ResDeep-New-10,20,98.06128830519074,5.899515382901882,96.625,10.509591462556273
ResDeep-New-10,25,98.56160100062539,4.723375742760254,97.0,9.169166147010401
ResDeep-New-10,30,98.87429643527204,4.350576758988609,96.125,10.62027781677898
ResDeep-New-10,35,98.96810506566604,3.8925418462167727,96.625,10.235245772870257
ResDeep-New-10,40,99.03064415259537,3.0551843104185537,96.625,9.66277116513811
ResDeep-New-10,45,99.1869918699187,2.720206626036088,97.125,9.538327700458467
ResDeep-New-10,50,99.2808005003127,2.525983399951656,96.75,9.884131986065768
ResDeep-New-15,0,74.17135709818636,58.21052700281143,75.75,52.30142745375633
ResDeep-New-15,5,96.52908067542214,13.314197530969977,93.625,20.092029128223658
ResDeep-New-15,10,97.49843652282676,8.418126977514476,96.25,13.905745264142752
ResDeep-New-15,15,98.12382739212008,6.208157138957176,96.75,11.951578355394304
ResDeep-New-15,20,98.3739837398374,5.692050893820124,97.0,11.614494612440467
ResDeep-New-15,25,98.34271419637274,4.950213470074232,96.75,11.937543761450797
ResDeep-New-15,30,98.74921826141339,4.547055940100108,96.25,12.117967206984758
ResDeep-New-15,35,98.78048780487805,3.986998084335937,95.875,12.451029237825423
ResDeep-New-15,40,99.12445278298937,3.098356806280208,96.5,11.275552530307323
ResDeep-New-15,45,99.21826141338336,2.881893166420923,96.5,11.552544844802469
ResDeep-New-15,50,99.24953095684803,2.63116651524615,96.0,11.948375946143642
ResDeep-New-1,0,72.73295809881176,58.34809225052595,82.625,46.90554276108742
ResDeep-New-1,5,96.68542839274546,12.112715424969792,96.5,12.637734873220325
ResDeep-New-1,10,97.96747967479675,7.898957280442119,96.875,10.358886424452066
ResDeep-New-1,15,98.34271419637274,6.1370129495626315,97.375,8.579506469890475
ResDeep-New-1,20,98.40525328330206,5.636599719378864,97.875,8.071519884746522
ResDeep-New-1,25,98.84302689180738,4.894513845589245,97.75,8.21047507354524
ResDeep-New-1,30,98.81175734834271,4.742229430965381,97.5,7.942056096740998
ResDeep-New-1,35,98.9055659787367,4.440270277671516,97.25,9.097146712534595
ResDeep-New-1,40,98.87429643527204,3.932635024855699,98.125,7.621760394889861
ResDeep-New-1,45,98.99937460913071,3.5115452998361434,98.0,7.819645261159167
ResDeep-New-1,50,98.99937460913071,3.140530766417214,98.0,8.1613686956116
ResWide-New-5,0,63.57098186366479,67.32024921476841,73.5,64.95480239391327
ResWide-New-5,5,86.83552220137587,35.34422881901264,88.875,33.13298882544041
ResWide-New-5,10,93.77736085053158,18.760315138846636,93.25,19.629442021250725
ResWide-New-5,15,95.87242026266416,12.732315161963925,96.0,14.08936396613717
ResWide-New-5,20,96.96685428392746,9.265800793422386,96.5,10.999563465826213
ResWide-New-5,25,97.5609756097561,7.852743839786854,93.625,16.033173076808453
ResWide-New-5,30,97.6547842401501,7.525543282361468,96.75,10.465521931182593
ResWide-New-5,35,97.74859287054409,6.919151038309792,96.875,9.850144075229764
ResWide-New-5,40,97.99874921826141,6.031744294974487,97.625,8.101925559807569
ResWide-New-5,45,98.06128830519074,6.016134341705765,97.875,7.946105522685684
ResWide-New-5,50,98.3739837398374,5.628197858721251,96.5,9.730328954232391
ResWide-New-10,0,67.85490931832395,65.23509268462658,80.25,56.78697633743286
ResWide-New-10,5,93.68355222013759,21.801460144110024,94.125,20.880094908177853
ResWide-New-10,10,96.40400250156348,11.076629485469311,97.125,11.089326821267605
ResWide-New-10,15,97.90494058786742,8.08757662633434,98.0,9.552459339611232
ResWide-New-10,20,97.96747967479675,6.911852815799648,97.125,9.64934326801449
ResWide-New-10,25,98.40525328330206,6.144977298536105,98.25,7.867677055182867
ResWide-New-10,30,98.62414008755472,5.302557430637535,97.5,9.05651843053056
ResWide-New-10,35,98.71794871794872,4.938345971531817,97.5,8.488529274516623
ResWide-New-10,40,98.9055659787367,4.306376353561063,97.75,8.265871657524258
ResWide-New-10,45,98.68667917448406,4.168638024657412,97.5,7.969384070544038
ResWide-New-10,50,98.62414008755472,4.0011466879659565,97.75,8.24889010307379
ResWide-New-15,0,73.76485303314571,61.63067293167114,80.25,54.53223589062691
