name,epoch,train_acc,train_loss,val_acc,val_loss
Model-Depth-20,2,64.375,63.93660716712475,64.375,63.68144392967224
Model-Depth-20,4,68.984375,60.10045312345028,65.78125,61.07834041118622
Model-Depth-20,6,70.7421875,57.43051864206791,68.4375,58.608505576848984
Model-Depth-20,8,73.7890625,54.68213342130184,68.4375,57.32530519366264
Model-Depth-20,10,74.84375,52.438203543424606,71.09375,54.801756888628006
Model-Depth-20,12,76.171875,50.54623622447252,72.34375,54.164959490299225
Model-Depth-20,14,76.8359375,49.17993638664484,72.96875,52.58586809039116
Model-Depth-20,16,78.203125,47.810912020504475,72.1875,52.3178169131279
Model-Depth-20,18,78.6328125,46.68624762445688,74.53125,51.87302991747856
Model-Depth-20,20,78.59375,46.029545962810516,73.28125,50.77242195606232
Model-Depth-20,22,78.90625,44.98372282832861,75.15625,50.41180074214935
Model-Depth-20,24,79.7265625,44.24309533089399,76.5625,50.123671144247055
Model-Depth-20,26,79.8828125,43.39343959465623,73.75,49.964240193367004
Model-Depth-20,28,80.2734375,43.08355299755931,74.0625,49.59351435303688
Model-Depth-20,30,80.8203125,41.90298859030008,76.71875,49.925560876727104
Model-Depth-20,32,81.09375,41.599375791847706,76.40625,49.11548599600792
Model-Depth-20,34,81.7578125,41.228770073503256,75.15625,49.1779026389122
Model-Depth-20,36,81.9140625,40.355130434036255,76.71875,48.81768152117729
Model-Depth-20,38,82.34375,39.80353819206357,76.875,48.58046069741249
Model-Depth-20,40,81.953125,39.62922737002373,77.8125,48.217173367738724
Model-Depth-20,42,83.046875,38.8534895144403,75.9375,48.81600379943848
Model-Depth-20,44,83.1640625,38.37210746482015,76.5625,48.877485543489456
Model-Depth-20,46,83.90625,37.99405196681619,76.25,49.40468639135361
Model-Depth-20,48,84.1796875,37.30252906680107,78.4375,48.17330092191696
Model-Depth-20,50,84.375,36.92678898572922,79.21875,48.088052570819855
Model-Depth-20,2,72.1484375,55.032766088843346,72.03125,54.66447278857231
Model-Depth-20,4,75.3515625,49.397972375154495,73.28125,52.697961777448654
Model-Depth-20,6,77.421875,45.55972898378968,74.375,50.9555558860302
Model-Depth-20,8,80.390625,43.349800165742636,76.25,48.14551129937172
Model-Depth-20,10,81.7578125,40.685155373066664,77.5,47.90149189531803
Model-Depth-20,12,82.8125,38.727617505937815,76.09375,50.292285829782486
Model-Depth-20,14,84.84375,35.947706904262304,72.8125,55.5771279335022
Model-Depth-20,16,85.1171875,34.69566995278001,78.75,47.97446012496948
Model-Depth-20,18,85.546875,33.05902626365423,76.25,50.16080692410469
Model-Depth-20,20,86.484375,31.37029629200697,77.8125,49.0792877972126
Model-Depth-20,22,87.7734375,29.367559272795916,77.03125,49.85297203063965
Model-Depth-20,24,89.8828125,25.759983398020267,76.5625,54.982073456048965
Model-Depth-20,26,89.609375,24.914313470944762,74.53125,56.41595557332039
Model-Depth-20,28,91.2109375,22.65299537219107,77.65625,55.7246507704258
Model-Depth-20,30,92.1875,19.9943929631263,76.71875,57.363049387931824
Model-Depth-20,32,93.2421875,18.115437906235456,73.59375,69.14481118321419
Model-Depth-20,34,92.6953125,18.440023120492697,75.78125,59.56028640270233
Model-Depth-20,36,94.21875,16.0456264577806,77.03125,60.74496924877167
Model-Depth-20,38,94.3359375,15.598280299454927,75.78125,62.208537235856056
Model-Depth-20,40,95.703125,12.201813338324428,78.90625,64.62325006723404
Model-Depth-20,42,97.96875,8.53184714447707,76.875,69.34961259365082
Model-Depth-20,44,98.6328125,6.692477245815098,75.46875,80.80756813287735
Model-Depth-20,46,99.21875,5.066756104351953,76.40625,77.39117711782455
Model-Depth-20,48,98.7890625,5.451495760353282,74.53125,78.93776401877403
Model-Depth-20,50,99.6875,3.209115071222186,75.625,82.53168895840645
